TF_name,cell_line,TF_cell_line,odds_ratio,p_value,overlap_bp_NFR,overlap_bp_NDR,qvalues
NFYA,HeLa-S3,NFYA_HeLa-S3,0.174341148661092,1,1849,797,1
NFYA,HepG2,NFYA_HepG2,0.246866382493711,1,2250,2940,1
NFYA,K562,NFYA_K562,0.370559920715872,1,912,2276,1
NFYB,HeLa-S3,NFYB_HeLa-S3,0.221904370602014,1,3709,1256,1
NFYB,HepG2,NFYB_HepG2,0.179277893999462,1,2363,4251,1
NFYB,K562,NFYB_K562,0.388630977253387,1,1769,4209,1
NFYC,HepG2,NFYC_HepG2,0.357080324065716,1,3457,3123,1
NKX3-1,HepG2,NKX3-1_HepG2,0.16133165099434,1,35,70,1
NR2C1,K562,NR2C1_K562,1.04426623487227,0.054408321556025,2966,2627,0.218803357655412
NR2C2,HeLa-S3,NR2C2_HeLa-S3,0.461501632757172,1,1179,192,1
NR2C2,HepG2,NR2C2_HepG2,0.738311762353307,1,16488,7204,1
NR2C2,K562,NR2C2_K562,0.485026913334767,1,8581,16350,1
NR2F1,HepG2,NR2F1_HepG2,1.79799735765757,2.53460233406887e-167,12713,2282,9.47941272941757e-166
NR2F1,K562,NR2F1_K562,1.23755791426105,2.05984730549046e-37,8284,6192,2.08211592500928e-36
NR2F2,HepG2,NR2F2_HepG2,2.28712858526849,1.53280078229317e-113,4947,698,3.82178328385097e-112
NR2F2,K562,NR2F2_K562,1.86879701298159,4.17406883377314e-73,2384,1180,6.50459059929648e-72
NR3C1,HepG2,NR3C1_HepG2,0.64533109299892,0.942255118401038,32,16,1
NR3C1,K562,NR3C1_K562,0.510287537215002,0.999996586122184,64,116,1
NR4A1,K562,NR4A1_K562,1.82766508866191,3.52454329009856e-41,1397,707,3.76622625856246e-40
NR5A1,HepG2,NR5A1_HepG2,2.31640138470194,6.96538223706649e-298,12832,1788,4.34175492777145e-296
NRF1,H1,NRF1_H1,0.0836463331366676,1,2558,2361,1
NRF1,HeLa-S3,NRF1_HeLa-S3,0.0105129958229823,1,190,1358,1
NRF1,HepG2,NRF1_HepG2,0.0749866709453975,1,2856,12271,1
NRF1,K562,NRF1_K562,0.125638889748801,1,3963,29103,1
NRL,HepG2,NRL_HepG2,0.634347601611321,0.999999999753438,578,294,1
ONECUT1,HepG2,ONECUT1_HepG2,1.65937676671163,2.45382994643148e-147,14319,2785,7.64776999971145e-146
ONECUT2,HepG2,ONECUT2_HepG2,2.75263963802507,2.88965350203621e-105,3395,398,6.35723770447966e-104
PBX2,HepG2,PBX2_HepG2,1.83411551190349,1.27026194410815e-07,432,76,7.30889180148382e-07
PBX2,K562,PBX2_K562,1.73205033710093,3.22225368781402e-85,3479,1858,5.23966469235845e-84
PITX1,HepG2,PITX1_HepG2,1.36637707575122,2.77160313382289e-14,2871,678,2.11546851438727e-13
PKNOX1,K562,PKNOX1_K562,0.986252999425317,0.803137526312548,7699,7220,1
POU5F1,H1,POU5F1_H1,13.7388611535807,7.48830326561245e-86,3551,20,1.27301155515412e-84
PPARG,HepG2,PPARG_HepG2,1.6525346042722,3.77042882978745e-51,4906,958,4.70046794113502e-50
PRDM1,HeLa-S3,PRDM1_HeLa-S3,0.752408407567261,0.999999611438051,3534,353,1
PRDM4,HepG2,PRDM4_HepG2,0.196285870383845,1,73,120,1
RARA,HepG2,RARA_HepG2,2.11339098777458,4.5440788397563e-251,12919,1973,2.12435685758607e-249
RBPJ,HepG2,RBPJ_HepG2,0.558237709607657,1,2957,1709,1
RBPJ,K562,RBPJ_K562,1.54459301539211,0.000308105852698291,167,100,0.0015162051172258
RELA,HepG2,RELA_HepG2,0.358918847331791,1,574,516,1
RELA,K562,RELA_K562,1.63401882481853,3.37039212159815e-11,477,270,2.33430861755131e-10
REST,H1,REST_H1,0.520151532291558,1,4264,634,1
REST,HeLa-S3,REST_HeLa-S3,0.396142095780694,1,6194,1175,1
REST,HepG2,REST_HepG2,0.486288194321235,1,2995,1987,1
REST,K562,REST_K562,0.315649846677888,1,5089,14897,1
RFX1,HepG2,RFX1_HepG2,0.382651499387305,1,1906,1607,1
RFX1,K562,RFX1_K562,0.630330734160796,1,3687,5409,1
RFX3,HepG2,RFX3_HepG2,0.267258075899733,1,1753,2116,1
RFX5,H1,RFX5_H1,0.39194588226668,0.999999999999922,456,90,1
RFX5,HeLa-S3,RFX5_HeLa-S3,0.320776419468722,1,1750,410,1
RFX5,HepG2,RFX5_HepG2,0.176835833202192,1,655,1195,1
RFX5,K562,RFX5_K562,0.374355362226895,1,170,420,1
RFX7,K562,RFX7_K562,1.23320207206861,0.302651046120237,24,18,1
RORA,HepG2,RORA_HepG2,3.60628563301087,1.4866163312846e-09,190,17,9.75428961228843e-09
RREB1,HepG2,RREB1_HepG2,1.10435720168233,4.88403022440873e-06,8676,2535,2.76761712716495e-05
RREB1,K562,RREB1_K562,0.79382335891939,1,2878,3353,1
RUNX1,K562,RUNX1_K562,1.31029159787621,2.60196723632564e-05,544,384,0.000137061372730393
RXRB,HepG2,RXRB_HepG2,1.7573490781263,2.21849516938129e-114,9230,1695,5.92655138106145e-113
SIX1,HepG2,SIX1_HepG2,0.759343572837586,0.999999922626111,1252,532,1
SMAD3,HepG2,SMAD3_HepG2,1.01000141416217,0.475658492452278,529,169,1
SMAD3,K562,SMAD3_K562,0.68888894531714,0.998708020610654,108,145,1
SMAD5,K562,SMAD5_K562,0.383589760527771,1,180,434,1
SNAI1,HepG2,SNAI1_HepG2,0.649400693578399,1,1902,945,1
SOX13,HepG2,SOX13_HepG2,1.71718029944489,6.16093171539287e-69,5896,1108,9.21675384622773e-68
SOX18,HepG2,SOX18_HepG2,0.381329910563724,0.999999999551971,91,77,1
SP1,H1,SP1_H1,0.334823618306238,1,13343,3077,1
SP1,HepG2,SP1_HepG2,0.0965775163319001,1,4176,13929,1
