TF_name,cell_line,TF_cell_line,odds_ratio,p_value,overlap_bp_NFR,overlap_bp_NDR,qvalues
FOSL1,HepG2,FOSL1_HepG2,0.703556347216475,1,6803,1827,1
FOSL2,HepG2,FOSL2_HepG2,1.12780143337911,1.17621382961716e-16,31599,5295,8.35111819028184e-16
FOSL2,MCF-7,FOSL2_MCF-7,1.05789970838156,0.0112495090322991,69176,1678,0.0523747633634909
FOXA1,HepG2,FOXA1_HepG2,2.35838252058502,0,25773,2066,0
FOXA1,MCF-7,FOXA1_MCF-7,2.25680215927911,3.09098904093758e-103,47128,536,5.85227258417515e-102
FOXA2,HepG2,FOXA2_HepG2,2.30760731721426,0,25853,2118,0
FOXA3,HepG2,FOXA3_HepG2,1.93656776324535,1.01495481130426e-149,14570,1422,2.62042878554918e-148
FOXK1,HepG2,FOXK1_HepG2,1.18936940423596,2.14070649827677e-06,4966,789,1.14709555756717e-05
FOXK2,HepG2,FOXK2_HepG2,0.904113534935451,0.976976410446132,2244,469,1
FOXK2,MCF-7,FOXK2_MCF-7,0.0898109700024865,0.999999999999993,70,20,1
FOXP1,HepG2,FOXP1_HepG2,2.64581653140342,4.98372707948068e-205,11101,793,1.57264276730279e-203
GABPA,H1,GABPA_H1,0.0351647276257675,1,378,663,1
GABPA,HeLa-S3,GABPA_HeLa-S3,0.0818864108032923,1,3508,1340,1
GABPA,HepG2,GABPA_HepG2,0.325880436868897,1,10762,6236,1
GABPA,MCF-7,GABPA_MCF-7,0.0824815721345483,1,7866,2445,1
GATA2,HepG2,GATA2_HepG2,1.79476761521122,8.37792210487574e-46,5271,555,9.15126876071042e-45
GATA3,MCF-7,GATA3_MCF-7,1.38850262867825,6.92558548078537e-09,14988,277,4.09763807613134e-08
GATA4,HepG2,GATA4_HepG2,1.72468596666442,3.95423038901092e-15,1798,197,2.67381292971215e-14
GFI1,HepG2,GFI1_HepG2,1.15528619965138,2.29141023537497e-05,5539,906,0.000118320092153908
